"","T1_Age","T1_Gender","T1_Ethnicity","T1_Education","T1_PolParty","ID","T6_ActPast_Prevent_Self","T6_ActPast_Prevent_Mask","T6_ActPast_Prevent_Sanitize","T6_ActPast_SocialDistance","T6_ActPast_SelfIsolate","T6_ActPresent_Prevent_Self","T6_ActPresent_Prevent_Mask","T6_ActPresent_Prevent_Sanitize","T6_ActPresent_SocialDistance","T6_ActPresent_SelfIsolate","T6_BFI_2_XS_extravert1","T6_BFI_2_XS_agreeable1","T6_BFI_2_XS_conscientious1","T6_BFI_2_XS_neurotic1","T6_BFI_2_XS_open1","T6_BFI_2_XS_extravert2","T6_BFI_2_XS_agreeable2","T6_BFI_2_XS_conscientious2","T6_BFI_2_XS_neurotic2","T6_BFI_2_XS_open2","T6_BFI_2_XS_extravert3","T6_BFI_2_XS_agreeable3","T6_BFI_2_XS_conscientious3","T6_BFI_2_XS_neurotic3","T6_BFI_2_XS_open3"
"495",33,1,2,7,1,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",52,2,2,5,3,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",60,2,2,6,1,497,4,4,4,4,4,4,4,4,4,4,0,4,1,0,4,3,0,3,4,0,0,4,4,3,3
"498",40,1,2,7,2,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",47,2,2,6,1,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",35,1,2,6,2,500,4,4,4,4,0,4,4,4,4,0,0,4,0,0,4,3,0,0,0,0,4,4,4,4,4
"501",69,2,2,6,1,501,4,4,4,3,0,4,4,4,4,0,1,4,1,3,3,2,0,0,3,1,1,3,4,4,3
"502",62,1,2,5,2,502,4,4,2,3,2,4,4,3,4,2,2,3,2,1,4,1,1,2,1,2,1,3,3,3,3
"503",73,1,1,6,2,503,2,3,0,4,3,2,4,0,3,0,4,1,3,0,0,0,3,1,0,0,1,4,4,2,4
"504",32,1,2,6,2,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",29,1,2,5,1,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",31,1,2,5,1,506,4,4,2,3,2,4,4,3,3,1,0,3,4,1,0,0,1,1,1,4,3,3,3,4,0
"507",58,2,2,6,1,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",51,2,2,6,1,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",39,2,2,6,1,509,3,3,2,3,0,3,2,2,3,0,4,4,3,4,3,0,1,3,3,1,1,3,3,2,1
"510",73,2,2,5,1,510,4,4,4,4,1,4,4,4,4,2,0,4,0,3,3,3,0,3,0,3,3,3,4,3,4
"511",27,2,2,6,2,511,3,4,1,4,3,4,4,2,4,2,1,4,0,1,4,1,1,1,0,0,0,3,2,1,4
"512",29,2,2,5,3,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",34,1,2,7,1,513,2,2,2,2,0,2,1,2,2,0,3,1,0,2,1,2,2,1,0,0,3,1,4,3,3
"514",57,1,2,6,1,514,4,4,3,4,4,4,4,4,4,4,3,3,1,3,3,2,3,1,2,1,2,2,3,3,3
"515",38,1,4,5,3,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",63,2,2,6,2,516,3,3,1,2,2,3,3,1,2,2,3,3,1,2,4,2,2,1,1,4,1,1,3,1,4
"517",42,1,1,6,3,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",36,1,2,6,1,518,2,3,1,3,2,3,3,2,3,2,4,0,2,3,1,2,2,3,2,2,1,0,3,2,1
"519",33,2,2,6,1,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",23,1,2,6,1,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",62,1,5,7,2,521,4,4,1,4,4,4,4,1,4,4,0,3,0,1,0,1,0,0,0,0,4,3,4,4,3
"522",21,2,2,6,2,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",47,2,2,5,2,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",43,1,2,6,1,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",48,1,2,7,1,525,3,1,1,2,2,2,1,1,1,1,4,3,2,2,3,2,1,2,3,0,2,2,2,2,3
"526",31,1,2,5,2,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",40,2,2,6,2,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",42,2,2,4,1,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",38,1,2,6,1,529,2,4,2,4,1,2,4,2,4,1,4,3,0,3,3,0,2,0,1,0,3,2,4,2,4
"530",31,1,2,7,2,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",44,2,2,5,1,531,4,4,3,3,0,4,4,3,3,0,4,3,1,3,2,0,0,2,1,1,0,2,3,2,1
"532",48,2,2,6,2,532,4,4,2,4,4,4,4,2,4,4,4,3,3,1,4,0,0,1,1,0,3,3,3,3,3
"533",33,1,2,6,1,533,4,4,4,4,4,4,4,4,4,4,3,3,0,1,3,2,0,0,0,0,3,4,3,2,3
"534",39,1,2,6,1,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",42,1,2,5,3,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",81,2,2,6,1,536,4,3,4,3,3,4,4,4,4,4,4,3,2,0,0,3,0,2,0,2,1,3,4,4,3
"537",29,2,2,5,2,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",61,2,2,5,3,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",46,2,2,7,2,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",34,1,2,6,1,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",50,1,2,6,2,541,4,4,4,3,1,4,4,4,3,1,4,3,0,4,0,1,0,1,1,3,3,2,3,3,2
"542",54,2,2,6,1,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",26,1,4,5,3,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",38,2,2,7,2,544,3,3,2,3,2,4,4,3,3,3,3,1,1,4,4,1,3,4,4,0,1,0,3,1,2
"545",27,1,4,6,2,545,4,3,4,4,4,4,4,4,4,4,4,3,2,0,4,1,2,3,0,2,3,3,2,4,2
"546",56,1,1,5,1,546,1,2,0,0,0,0,1,0,0,0,2,4,2,2,3,3,2,1,1,0,2,4,3,3,3
"547",56,2,2,7,2,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",35,1,2,7,1,548,4,4,2,3,3,4,4,2,4,2,1,2,1,2,1,2,1,1,1,0,2,3,4,4,3
"549",29,1,2,6,1,549,4,3,1,2,0,4,4,2,3,1,3,3,2,4,0,0,2,3,3,4,2,1,3,1,1
"550",35,1,2,7,2,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",32,2,2,7,2,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",42,2,2,6,1,552,4,4,4,4,1,4,4,4,4,0,4,1,0,3,3,0,1,0,0,0,1,3,3,4,1
"553",37,2,1,4,2,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",48,2,1,7,2,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",32,1,2,6,1,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",27,2,2,6,2,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",47,1,2,6,2,557,4,4,1,4,4,3,4,0,3,1,4,1,3,4,4,0,3,1,3,0,1,3,3,4,1
"558",37,1,2,6,1,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",49,1,2,6,1,559,4,4,3,3,1,4,4,3,2,0,0,3,0,1,4,4,3,0,0,0,4,4,3,3,4
"560",47,1,2,6,1,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",35,2,1,6,2,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",24,2,2,6,2,562,4,4,4,4,3,4,4,4,4,3,3,4,0,3,1,0,0,3,4,3,0,1,4,3,0
"563",43,1,4,6,1,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",48,1,2,7,1,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",28,2,2,7,2,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",37,1,5,6,3,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",27,2,2,6,2,567,3,4,1,4,3,3,4,1,4,4,2,4,0,1,4,2,0,2,1,0,3,4,4,3,4
"568",58,2,2,6,1,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",55,1,2,6,1,569,3,3,3,3,2,3,3,3,3,2,3,3,2,2,4,2,1,1,2,0,2,2,3,3,3
"570",25,1,2,6,1,570,2,2,1,2,2,2,2,1,2,2,3,3,0,0,3,3,0,0,0,0,4,3,4,4,4
"571",36,1,2,6,2,571,3,4,2,3,1,3,4,3,4,1,4,1,0,0,0,1,1,0,0,3,2,2,4,4,2
"572",33,2,6,6,2,572,4,4,4,4,4,4,4,4,4,4,2,3,0,0,3,0,0,0,0,2,4,2,3,2,2
"573",57,2,1,7,2,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",62,2,2,4,2,574,4,3,4,4,4,4,4,4,4,3,3,4,0,3,4,2,0,1,2,0,2,4,4,3,4
"575",32,2,2,6,1,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",31,2,2,5,2,576,4,4,3,4,3,4,4,3,4,3,1,4,0,1,2,2,0,0,0,0,4,4,4,4,3
"577",37,1,2,6,3,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",19,2,2,4,3,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",31,2,1,6,2,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",40,2,2,6,2,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",54,1,2,6,1,581,3,2,1,2,4,3,2,1,2,3,4,2,2,1,3,0,1,1,1,0,1,2,1,1,2
"582",53,2,2,5,1,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",31,1,4,4,2,583,4,4,4,4,2,4,4,4,4,2,2,3,0,3,0,0,0,0,3,0,1,3,3,4,2
"584",37,1,2,6,3,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",53,2,2,4,1,585,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0,4,0,0,0,0,4,4,4,4,4
"586",66,2,2,5,3,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",36,2,2,5,1,587,4,4,4,3,0,4,4,4,4,1,3,3,1,2,3,1,0,1,1,0,2,4,3,3,3
"588",32,1,2,7,3,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",55,2,2,6,1,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",31,2,2,6,2,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",45,2,2,5,2,591,4,3,3,3,0,4,3,3,3,1,3,3,2,2,3,1,2,1,1,0,2,2,4,3,2
"592",42,1,2,5,3,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",26,1,2,5,2,593,4,3,0,3,0,4,4,0,3,0,3,1,1,4,2,1,2,4,4,2,0,0,3,2,2
"594",37,1,2,5,2,594,3,4,4,4,3,4,4,4,4,3,2,3,1,3,3,2,1,0,1,3,2,2,2,4,2
"595",27,2,2,6,2,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",34,2,2,5,1,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",29,1,2,6,1,597,4,4,4,4,0,4,4,4,4,0,3,1,0,2,0,3,1,0,0,4,2,0,4,4,1
"598",67,2,2,7,2,598,4,4,4,4,2,4,4,4,4,3,4,3,0,0,4,0,3,0,0,0,3,3,4,4,3
"599",34,1,2,6,1,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",38,1,2,7,1,600,1,0,0,2,1,2,0,0,1,0,1,0,0,2,3,2,2,1,1,0,3,1,3,2,2
"601",44,2,2,6,2,601,3,4,1,4,4,3,4,2,4,4,2,4,2,4,3,1,2,4,4,0,0,2,2,0,3
"602",37,2,2,4,1,602,4,4,2,4,0,4,4,2,3,3,0,3,0,3,0,1,0,0,2,4,1,1,4,3,3
"603",68,1,2,6,1,603,1,3,1,3,3,1,3,1,3,2,4,2,0,0,0,2,2,0,0,4,2,1,4,4,3
"604",35,1,2,7,1,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",70,1,2,7,1,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",31,1,2,6,1,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",59,2,2,5,1,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",38,1,2,7,2,608,4,4,3,4,3,4,4,3,4,4,1,3,0,3,3,4,1,0,1,0,3,3,4,3,4
"609",70,2,2,7,1,609,4,4,4,4,4,4,4,4,4,4,3,3,0,0,3,3,0,0,0,0,3,3,3,3,3
"610",60,2,2,6,1,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",47,1,2,5,4,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",41,1,2,6,2,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",37,2,2,6,1,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",28,1,2,5,1,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",34,2,2,6,2,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",58,1,2,6,2,616,1,4,1,4,4,3,4,1,4,4,4,3,0,3,4,1,2,1,2,0,1,2,3,2,3
"617",34,1,2,7,2,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",38,1,2,6,1,618,4,4,3,3,3,4,4,3,3,3,4,3,0,0,2,0,0,0,0,0,3,3,4,4,3
"619",34,1,7,4,3,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",32,1,2,7,1,620,4,3,3,3,0,4,3,3,3,0,1,3,0,0,0,3,0,0,0,0,3,4,4,4,4
"621",44,2,2,5,2,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",72,1,2,7,1,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",34,2,2,7,1,623,4,4,4,4,0,4,4,4,4,0,4,4,0,3,3,1,0,0,3,1,1,3,4,1,1
"624",29,1,6,6,2,624,4,4,4,4,4,4,4,4,4,4,0,3,0,0,3,2,0,0,0,0,3,3,3,3,3
"625",62,2,2,5,2,625,4,4,2,4,0,4,4,3,4,0,4,4,0,3,0,0,0,3,1,4,0,3,4,4,0
"626",34,1,2,6,1,626,4,3,3,3,3,4,4,4,4,3,2,3,1,2,2,2,1,2,1,1,3,2,2,3,3
"627",26,1,1,5,2,627,2,2,2,1,3,4,4,2,0,3,2,4,4,0,4,4,0,1,0,1,4,2,4,4,4
"628",44,2,6,6,2,628,3,1,3,2,0,3,1,2,2,0,3,4,1,0,1,2,0,0,0,1,3,4,4,4,3
"629",63,2,2,6,1,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",30,1,2,6,1,630,1,2,0,0,0,0,2,0,0,0,3,1,3,1,1,0,2,3,1,3,1,1,2,2,2
"631",47,1,2,6,1,631,4,3,0,2,0,3,3,1,2,0,4,4,1,2,3,0,3,4,2,2,1,1,0,1,2
"632",49,2,2,7,1,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",23,2,2,5,1,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",30,2,2,7,2,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",41,1,2,6,2,635,2,2,3,2,2,2,2,3,2,2,1,3,1,1,2,3,1,1,1,2,3,3,3,3,3
"636",58,2,2,6,2,636,4,4,2,4,4,4,4,3,4,3,0,3,4,4,4,4,2,3,3,0,3,2,3,1,4
"637",32,1,2,6,2,637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",32,2,2,6,4,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",41,2,4,7,1,639,4,4,4,4,4,4,4,4,4,4,2,3,2,2,2,3,1,2,2,3,2,2,1,2,3
"640",58,2,2,7,1,640,4,3,1,3,3,4,4,1,3,2,3,4,1,2,4,4,1,1,0,0,3,4,4,4,3
"641",29,1,5,6,2,641,4,4,4,4,4,4,4,4,4,4,3,3,1,2,3,3,1,1,1,1,3,3,3,3,3
"642",27,2,2,7,1,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",40,1,2,6,2,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",38,2,2,5,1,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",55,2,2,5,1,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",39,2,2,6,1,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",41,2,2,6,2,647,4,3,1,2,0,4,4,2,3,1,1,4,0,2,3,0,0,2,1,2,3,3,4,3,3
"648",39,1,2,7,1,648,4,4,4,3,4,4,4,4,3,3,2,2,0,3,2,3,3,0,3,2,2,2,3,2,2
"649",33,2,1,6,2,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",34,2,1,4,2,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",34,1,4,4,1,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",35,1,1,4,2,652,2,3,2,4,2,4,4,4,4,2,4,2,0,0,3,2,0,0,2,2,1,1,4,1,3
"653",42,1,2,6,1,653,4,4,3,4,3,4,4,3,4,3,3,3,1,1,0,0,3,0,0,0,3,1,2,2,1
"654",68,2,2,5,1,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",36,2,2,6,2,655,4,4,3,4,3,4,4,4,4,4,3,4,0,3,2,2,1,2,1,2,2,3,4,3,2
"656",68,1,1,4,2,656,3,4,2,4,4,4,4,3,4,4,2,3,0,0,4,4,0,0,0,0,4,3,4,4,4
"657",28,2,8,7,2,657,4,4,1,4,4,4,4,2,4,4,3,3,0,0,2,1,0,1,0,0,2,3,4,4,3
"658",43,1,2,6,2,658,2,3,2,4,3,4,4,2,4,4,0,3,0,0,3,2,2,0,1,0,2,2,4,4,4
"659",28,1,2,6,2,659,4,1,2,4,4,4,3,2,4,4,4,2,3,4,2,0,1,3,4,2,1,0,0,2,1
"660",63,2,1,6,2,660,4,4,3,3,3,4,4,4,3,3,1,4,4,1,3,2,0,1,0,0,0,2,2,2,3
"661",59,2,2,5,1,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",55,1,2,6,2,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",59,2,1,7,2,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",47,2,1,6,2,664,4,4,4,3,3,4,4,4,3,4,1,3,0,1,3,3,1,0,0,1,3,2,4,3,3
"665",29,2,1,5,2,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",38,2,2,6,2,666,4,4,3,3,2,4,4,3,3,1,3,4,3,1,0,1,0,2,0,0,3,1,4,3,1
