"","ID","T1_PolParty","T1_Age","T1_Gender","T1_Ethnicity","T1_Education","T1c_BFI_2_XS_extravert1","T1c_BFI_2_XS_agreeable1","T1c_BFI_2_XS_conscientious1","T1c_BFI_2_XS_neurotic1","T1c_BFI_2_XS_open1","T1c_BFI_2_XS_extravert2","T1c_BFI_2_XS_agreeable2","T1c_BFI_2_XS_conscientious2","T1c_BFI_2_XS_neurotic2","T1c_BFI_2_XS_open2","T1c_BFI_2_XS_extravert3","T1c_BFI_2_XS_agreeable3","T1c_BFI_2_XS_conscientious3","T1c_BFI_2_XS_neurotic3","T1c_BFI_2_XS_open3","T2_ActPast_Prevent_Self","T2_ActPast_Prevent_Mask","T2_ActPast_Prevent_Sanitize","T2_ActPast_SocialDistance","T2_ActPast_SelfIsolate","T2_ActPresent_Prevent_Self","T2_ActPresent_Prevent_Mask","T2_ActPresent_Prevent_Sanitize","T2_ActPresent_SocialDistance","T2_ActPresent_SelfIsolate","T3_ActPast_Prevent_Self","T3_ActPast_Prevent_Mask","T3_ActPast_Prevent_Sanitize","T3_ActPast_SocialDistance","T3_ActPast_SelfIsolate","T3_ActPresent_Prevent_Self","T3_ActPresent_Prevent_Mask","T3_ActPresent_Prevent_Sanitize","T3_ActPresent_SocialDistance","T3_ActPresent_SelfIsolate","T4_ActPast_Prevent_Self","T4_ActPast_Prevent_Mask","T4_ActPast_Prevent_Sanitize","T4_ActPast_SocialDistance","T4_ActPast_SelfIsolate","T4_ActPresent_Prevent_Self","T4_ActPresent_Prevent_Mask","T4_ActPresent_Prevent_Sanitize","T4_ActPresent_SocialDistance","T4_ActPresent_SelfIsolate","T5_ActPast_Prevent_Self","T5_ActPast_Prevent_Mask","T5_ActPast_Prevent_Sanitize","T5_ActPast_SocialDistance","T5_ActPast_SelfIsolate","T5_ActPresent_Prevent_Self","T5_ActPresent_Prevent_Mask","T5_ActPresent_Prevent_Sanitize","T5_ActPresent_SocialDistance","T5_ActPresent_SelfIsolate","T6_ActPast_Prevent_Self","T6_ActPast_Prevent_Mask","T6_ActPast_Prevent_Sanitize","T6_ActPast_SocialDistance","T6_ActPast_SelfIsolate","T6_ActPresent_Prevent_Self","T6_ActPresent_Prevent_Mask","T6_ActPresent_Prevent_Sanitize","T6_ActPresent_SocialDistance","T6_ActPresent_SelfIsolate"
"158",158,3,33,2,1,7,0,4,0,3,4,4,0,0,0,0,3,3,4,4,4,4,0,4,4,4,4,0,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,2,4,4,3,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
"159",159,2,48,1,1,6,3,4,0,0,4,2,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,2,38,2,2,7,4,2,1,3,2,0,0,0,0,0,0,0,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,3,3,4,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,3,4,4,2,4,3
"161",161,2,30,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,3,4,3,0,1,3,4,3,4,1,3,4,4,4,2,4,4,4,4,1,2,4,4,4,1,3,4,4,4,1,3,3,4,4,1,4,4,4,4,1,4,4,4,4,1,4,4
"162",162,2,49,2,2,7,4,3,3,4,3,2,1,1,1,0,3,4,4,3,2,3,0,3,3,2,3,1,4,4,3,4,4,4,3,3,4,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
"163",163,3,39,2,6,7,2,4,0,2,3,2,0,0,1,3,4,3,4,3,4,3,0,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1
"164",164,2,60,2,1,6,3,4,0,3,3,3,0,0,1,0,3,3,4,3,4,4,0,4,3,4,4,1,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"165",165,2,26,2,6,4,2,0,4,1,4,0,4,4,4,1,2,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",166,3,44,2,1,6,2,3,0,2,0,4,1,0,0,2,2,0,4,3,3,4,0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"167",167,2,29,1,5,6,2,4,2,1,2,2,0,0,0,0,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"168",168,3,37,1,5,6,1,3,2,0,4,3,2,1,0,0,3,2,4,4,3,4,0,2,4,3,3,0,3,4,4,3,1,1,2,1,2,1,2,2,2,3,1,0,1,2,2,1,0,1,1,3,1,0,1,0,2,1,0,0,0,3,2,0,1,1,2,2,0,0,0
"169",169,2,25,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,1,39,1,6,6,3,3,4,2,0,0,2,4,3,4,0,0,1,0,0,4,1,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",171,1,36,2,6,4,3,3,1,2,2,3,0,0,1,1,3,3,4,3,3,3,4,3,3,3,3,3,2,3,4,2,4,4,4,4,3,4,4,3,2,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"172",172,2,23,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4
"173",173,3,35,1,1,5,4,4,0,3,3,4,3,1,1,3,4,4,4,3,4,3,0,2,4,4,2,0,2,4,4,4,0,2,4,4,4,0,2,4,4,4,0,3,2,4,4,0,3,3,4,4,0,3,3,4,4,0,3,3,4,4,2,2,3,4,4,2,3,4,4
"174",174,1,41,2,2,6,1,4,0,4,1,2,2,3,1,2,1,2,4,1,2,2,0,0,1,1,2,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0
"175",175,2,36,2,5,6,4,1,0,3,4,2,0,1,2,0,1,1,3,2,3,4,3,2,3,4,4,4,4,3,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,3,3,4,4,4,3,3,4
"176",176,2,29,2,2,5,3,2,3,4,3,2,2,3,4,3,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",177,2,34,2,1,7,3,3,1,3,3,2,1,3,3,2,1,1,3,1,3,2,0,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
"178",178,2,38,2,5,7,4,3,0,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"179",179,1,55,2,2,6,2,3,2,2,3,2,2,3,2,2,1,3,3,3,2,2,0,1,1,3,1,0,1,1,3,1,0,1,1,2,0,0,1,0,2,2,0,2,1,1,2,0,2,1,1,1,0,2,1,1,2,0,2,1,1,0,0,0,1,1,1,0,1,1,1
"180",180,3,31,1,5,6,2,2,2,2,3,1,2,2,1,1,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"181",181,2,30,2,1,6,1,4,0,2,3,1,0,0,0,0,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0
"182",182,2,38,2,2,5,3,4,0,1,4,3,3,1,3,1,1,0,4,1,3,4,0,2,4,4,4,4,3,4,4,4,2,4,4,4,4,2,3,4,4,4,2,3,4,2,4,2,3,4,2,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3
"183",183,3,56,1,2,5,3,3,0,0,3,3,1,0,0,0,3,3,4,4,3,3,0,2,2,2,4,0,4,2,1,4,0,3,3,2,4,1,3,3,2,4,2,2,3,0,4,2,3,3,0,4,2,2,3,1,4,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",184,2,18,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,1,36,2,2,6,4,4,0,3,3,0,0,0,0,0,1,3,4,1,3,3,0,0,4,4,4,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,3,2,3,1,0,3,1,3,3,0,3,2,3,3,1,4,1,4,4,0,2,1,4,4,0,3,1
"186",186,2,34,1,5,6,4,3,0,3,1,0,3,1,1,2,1,3,3,3,2,4,0,1,4,4,4,2,3,4,4,4,0,1,4,4,4,2,3,4,4,4,0,1,4,4,4,2,2,4,4,4,1,0,4,4,4,3,2,4,4,4,4,1,4,4,4,4,3,4,4
"187",187,2,45,2,1,5,3,4,0,3,3,0,0,0,3,0,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
"188",188,3,23,1,5,6,4,4,0,3,3,0,0,3,2,2,1,3,4,4,1,3,0,1,3,4,4,1,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,3,4,4
"189",189,1,20,1,2,4,3,3,1,3,3,1,1,3,2,3,3,3,2,3,3,3,0,1,3,3,0,0,0,2,1,2,0,2,3,2,2,3,2,2,2,3,3,3,3,2,2,2,2,3,1,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",190,3,26,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,4,4,2,0,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,2,3,3,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,3,50,2,2,6,4,2,3,3,3,0,1,2,1,2,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,2,43,2,1,7,2,1,1,1,4,3,0,3,0,1,1,0,4,3,2,3,0,0,2,2,3,0,0,3,1,3,3,1,2,3,4,4,1,3,3,4,4,0,3,3,4,4,1,3,3,3,4,1,3,3,4,4,1,3,4,3,4,0,3,2,4,4,1,4,2
"193",193,3,47,1,2,6,4,1,0,0,3,0,4,0,0,0,2,0,4,2,3,1,0,1,4,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,0,2,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",194,2,35,1,2,5,4,3,3,4,4,1,3,4,4,0,0,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,3,3,3,4,4,4,3,2,4,4,4,3,2,4,4,4,4,2,4,2,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,2,25,1,1,6,0,3,0,0,4,4,0,0,0,0,4,3,4,4,4,4,0,4,4,3,4,0,4,4,2,3,4,4,4,0,4,4,4,4,4,3,4,2,4,3,2,4,2,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,0,4,4,4,4,0
"196",196,3,23,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,2,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",197,1,27,1,1,6,4,3,3,4,3,4,2,3,3,3,3,4,3,3,3,3,4,4,3,3,2,3,4,3,3,2,4,3,2,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",198,2,31,2,6,6,1,4,1,1,4,4,0,0,0,0,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",199,2,29,2,1,4,4,3,0,2,4,1,0,0,2,3,4,1,2,3,4,4,0,2,3,3,3,4,1,2,1,4,0,3,0,3,4,4,2,0,2,3,0,2,0,0,4,0,3,0,0,4,0,3,1,2,4,0,3,0,3,4,1,3,0,3,4,1,4,0,3
"200",200,2,23,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",201,2,29,2,2,7,3,3,0,3,2,1,0,1,2,2,2,3,4,3,3,4,0,2,4,4,4,1,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4
"202",202,3,30,2,2,5,2,3,4,2,4,2,3,4,2,1,3,2,2,1,3,3,1,3,3,3,3,1,3,3,3,4,0,4,4,4,4,1,4,4,4,4,0,4,4,4,4,3,4,4,4,4,0,4,4,4,4,3,4,4,4,2,4,3,4,4,4,4,4,4,4
"203",203,3,37,2,2,5,3,4,1,3,4,3,0,0,3,0,1,3,4,1,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4
"204",204,3,56,1,2,6,3,2,1,1,1,1,1,1,1,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",205,2,38,2,1,6,0,4,1,4,0,0,0,3,3,4,0,0,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",206,3,39,1,5,6,3,0,2,0,0,4,4,2,0,4,2,2,2,4,1,3,0,2,4,4,2,1,3,4,4,3,2,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,2,4,3,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",207,2,32,2,4,6,2,4,1,2,4,3,3,1,1,0,3,3,4,3,4,3,2,3,2,2,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",208,3,38,2,6,6,4,4,0,4,3,3,0,0,2,2,2,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,4,4,4,2,4,4,4,4,0,4,0,4,4,0,4,0,4,4,0,4,0,4,4,1,4,0,3,4,0,3,0,4,4,1,3,0
"209",209,3,21,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,2,50,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,4,4,1,2,0,3,4,4,3,0,3,4,3,4,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4
"211",211,2,28,2,1,6,4,4,3,4,4,1,0,1,3,0,2,3,4,1,3,4,1,3,4,1,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,4,2,4,3,3,4,2,4,4,4,4,3,4,4,3,4,3,4,4,4,4,3
"212",212,2,34,1,6,4,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,2,39,2,5,6,3,4,1,1,4,2,0,1,0,1,3,3,4,4,3,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"214",214,1,62,2,1,6,3,4,0,0,3,3,0,0,0,2,2,3,3,4,4,4,0,4,3,4,4,2,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"215",215,2,32,2,1,6,1,4,1,4,4,4,1,4,3,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,3,4,4,4,3,0,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",216,1,39,1,2,5,3,4,1,1,4,0,1,0,1,0,1,3,3,3,4,4,0,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,4,3,4,1,0,4,3
"217",217,2,39,2,1,6,3,3,0,0,3,1,0,0,0,0,3,2,3,3,3,3,0,3,3,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3
"218",218,1,28,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",219,2,31,2,2,5,3,3,2,4,4,1,0,3,2,0,1,2,3,1,4,4,0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"220",220,2,27,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,3,4,4,4,1,4,4,4,4,4,2,4,4,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,4,4,4,1,4,4
"221",221,2,20,1,6,5,2,4,1,2,2,2,1,2,1,0,2,3,3,3,2,3,2,3,3,3,3,3,4,3,3,3,4,4,4,2,4,4,4,4,3,3,3,4,2,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4
"222",222,3,54,2,2,5,1,4,3,3,1,2,0,0,1,0,1,3,4,3,3,3,0,3,4,4,3,0,3,4,4,4,0,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"223",223,3,32,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",224,3,23,2,5,6,3,3,1,3,3,1,0,0,1,0,2,3,3,1,3,3,0,0,4,4,4,0,0,4,4,2,2,2,3,2,2,3,2,3,4,3,4,1,4,3,4,4,1,3,3,3,4,2,3,2,3,3,1,3,2,3,4,2,4,1,3,3,3,3,2
"225",225,1,54,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",226,1,42,2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",227,1,37,1,2,6,4,3,1,3,2,1,3,2,3,2,1,1,3,1,1,4,0,3,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",228,2,42,2,5,6,4,1,0,1,2,3,2,1,2,2,2,2,3,3,4,3,0,2,3,3,3,1,2,3,3,3,4,2,3,4,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",229,3,19,1,6,5,4,3,1,3,4,1,1,2,1,0,2,3,3,4,1,3,0,3,3,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",230,1,48,2,6,7,3,4,1,2,1,2,1,1,0,1,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,3,4,3,3,3,4,2,3,3,4,3,4,3,3,4,3,4,2,3,4,4,4,3
"231",231,1,44,2,5,6,4,4,1,4,4,0,1,3,1,1,1,1,3,3,2,4,0,3,3,3,4,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,3,3,4,2,3,3,2,3,2,3,3,2,3,3,3,3,2,3,0,4,4,3,4,0
"232",232,2,24,2,2,6,4,3,1,4,3,0,0,3,0,4,1,0,3,1,0,4,3,4,4,4,4,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,2,4,4,3,4,4,4,4,1,4,3,4,4,2,4,3,4,4,2,4,2,4,4,3,4,3
"233",233,2,28,2,1,5,4,4,0,3,3,1,1,3,2,0,1,0,2,2,4,4,0,2,4,4,4,1,3,4,4,4,0,1,4,4,4,1,1,4,4,4,4,1,4,0,4,4,1,4,0,4,4,0,4,1,4,4,1,4,2,4,4,0,4,3,4,4,1,4,2
"234",234,2,37,2,1,6,4,4,0,4,4,0,1,2,4,1,1,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",235,3,28,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
